52.313656,4.761753,0,2016/08/20 03:14:56
52.313637,4.761749,0,2016/08/20 03:17:37
52.313931,4.761715,0,2016/08/20 03:18:46
52.314148,4.761715,0,2016/08/20 03:19:04
52.314369,4.761592,0,2016/08/20 03:19:16
52.314522,4.761279,0,2016/08/20 03:19:37
52.314545,4.761161,0,2016/08/20 03:21:32
52.314548,4.761486,0,2016/08/20 03:24:17
52.31456,4.761772,0,2016/08/20 03:24:23
52.314583,4.762459,0,2016/08/20 03:24:35
52.314606,4.762955,0,2016/08/20 03:24:44
52.314629,4.763622,0,2016/08/20 03:24:53
52.31464,4.764156,0,2016/08/20 03:25:02
52.314648,4.764653,0,2016/08/20 03:25:08
52.31472,4.766483,0,2016/08/20 03:25:32
52.314743,4.766922,0,2016/08/20 03:25:38
52.314754,4.76738,0,2016/08/20 03:25:44
52.314789,4.768333,0,2016/08/20 03:25:59
52.3148,4.768616,0,2016/08/20 03:26:05
52.3148,4.768851,0,2016/08/20 03:26:11
52.314812,4.769145,0,2016/08/20 03:26:17
52.314823,4.769421,0,2016/08/20 03:26:23
52.314835,4.769764,0,2016/08/20 03:26:29
52.314857,4.770087,0,2016/08/20 03:26:35
52.314869,4.770401,0,2016/08/20 03:26:41
52.314846,4.771118,0,2016/08/20 03:26:53
52.314766,4.7715,0,2016/08/20 03:26:59
52.314625,4.771892,0,2016/08/20 03:27:05
52.314381,4.772402,0,2016/08/20 03:27:15
52.314205,4.772716,0,2016/08/20 03:27:24
52.313915,4.773246,0,2016/08/20 03:27:33
52.313152,4.774609,0,2016/08/20 03:27:57
52.312634,4.774992,0,2016/08/20 03:28:06
52.311562,4.774971,0,2016/08/20 03:28:27
52.310783,4.774913,0,2016/08/20 03:28:42
52.310463,4.774876,0,2016/08/20 03:28:48
52.309937,4.774818,0,2016/08/20 03:29:00
52.309433,4.774756,0,2016/08/20 03:29:09
52.308876,4.774717,0,2016/08/20 03:29:21
52.30862,4.774704,0,2016/08/20 03:29:27
52.30827,4.774678,0,2016/08/20 03:29:39
52.30798,4.774647,0,2016/08/20 03:29:51
52.307583,4.7746,0,2016/08/20 03:30:03
52.307201,4.77457,0,2016/08/20 03:30:15
52.306816,4.77454,0,2016/08/20 03:30:27
52.306515,4.774305,0,2016/08/20 03:30:39
52.306332,4.773941,0,2016/08/20 03:30:51
52.305897,4.773206,0,2016/08/20 03:31:15
52.305408,4.773442,0,2016/08/20 03:31:36
52.305084,4.773788,0,2016/08/20 03:31:51
52.304909,4.773991,0,2016/08/20 03:32:00
52.304638,4.774148,0,2016/08/20 03:32:12
52.304317,4.774075,0,2016/08/20 03:32:24
52.304077,4.773903,0,2016/08/20 03:32:30
52.303745,4.773815,0,2016/08/20 03:32:42
52.303516,4.773941,0,2016/08/20 03:32:48
52.303299,4.773998,0,2016/08/20 03:32:54
52.303093,4.77356,0,2016/08/20 03:33:15
52.30283,4.773026,0,2016/08/20 03:34:00
52.30101,4.7682,0,2016/08/20 03:34:12
52.29924,4.763809,0,2016/08/20 03:34:21
52.291199,4.74319,38,2016/08/20 03:34:44
52.281841,4.71831,282,2016/08/20 03:35:04
52.277599,4.70709,389,2016/08/20 03:35:14
52.27277,4.69749,503,2016/08/20 03:35:24
52.267181,4.68811,617,2016/08/20 03:35:34
52.26099,4.67814,686,2016/08/20 03:35:44
52.251572,4.66293,739,2016/08/20 03:35:59
52.24567,4.65287,808,2016/08/20 03:36:09
52.24041,4.63929,869,2016/08/20 03:36:19
52.237339,4.62344,930,2016/08/20 03:36:29
52.23605,4.61525,960,2016/08/20 03:36:35
52.233521,4.59613,1036,2016/08/20 03:36:44
52.238129,4.55054,1234,2016/08/20 03:37:09
52.241989,4.531,1288,2016/08/20 03:37:19
52.24609,4.51146,1356,2016/08/20 03:37:29
52.250141,4.49207,1425,2016/08/20 03:37:39
52.254189,4.47269,1486,2016/08/20 03:37:49
52.258011,4.45307,1532,2016/08/20 03:37:59
52.26421,4.42398,1600,2016/08/20 03:38:14
52.26992,4.39469,1699,2016/08/20 03:38:29
52.275791,4.36699,1928,2016/08/20 03:38:44
52.281601,4.33708,2103,2016/08/20 03:38:59
52.28833,4.30473,2332,2016/08/20 03:39:14
52.294411,4.27454,2553,2016/08/20 03:39:29
52.301208,4.24653,2713,2016/08/20 03:39:44
52.30991,4.22416,2865,2016/08/20 03:39:54
52.318008,4.21059,2964,2016/08/20 03:40:04
52.328911,4.19544,3063,2016/08/20 03:40:14
52.34166,4.18137,3162,2016/08/20 03:40:24
52.351391,4.17386,3200,2016/08/20 03:40:34
52.36964,4.16209,3284,2016/08/20 03:40:44
52.401581,4.14146,3414,2016/08/20 03:41:04
52.415821,4.13204,3490,2016/08/20 03:41:16
52.43898,4.11385,3612,2016/08/20 03:41:28
52.462971,4.09279,3741,2016/08/20 03:41:43
52.514141,4.0498,3978,2016/08/20 03:42:14
52.57526,3.99872,4343,2016/08/20 03:42:49
52.636139,3.94829,4801,2016/08/20 03:43:24
52.70219,3.89359,5166,2016/08/20 03:43:59
52.767792,3.8398,5547,2016/08/20 03:44:34
52.880409,3.74391,6218,2016/08/20 03:45:35
53.017639,3.62793,6949,2016/08/20 03:46:42
53.167591,3.499388,7513,2016/08/20 03:47:53
53.205734,3.456848,7673,2016/08/20 03:48:12
53.219913,3.432662,7750,2016/08/20 03:48:21
53.229317,3.415375,7803,2016/08/20 03:48:27
53.238022,3.398249,7856,2016/08/20 03:48:33
